jahr,klasse_ch,projekttyp,forschungsstaette,finanzquelle,finanzbeitrag
2016,3,"FE","Privat","EU",170093.15
2016,3,"FE","Privat","SBFI",0.00
2016,3,"FE","UniBE","BFE",61076.30
2016,3,"FE","UniBE","Kantone",104626.98
2016,3,"FE","UniBE","SBFI",0.00
2016,3,"FE","UniBS","BFE",200000.00
2016,3,"FE","UniBS","Kantone",579600.00
2016,3,"FE","UniBS","SBFI",80000.00
2016,3,"PD","EPFL","ETH-Rat",132000.00
2016,3,"PD","Privat","EU",27700.28
2016,4,"FE","Ausland","BFE",24255.00
2016,4,"FE","Bund","Andere Bund",3076.16
2016,4,"FE","Bund","BFE",103414.90
2016,4,"FE","Bund","KTI",267192.19
2016,4,"FE","Bund","SBFI",6646.80
2016,4,"FE","Bund","SNF",201735.94
2016,4,"FE","EAWAG","ETH-Rat",95000.00
2016,4,"FE","EPFL","ETH-Rat",167353.83
2016,4,"FE","EPFL","KTI",164538.32
2016,4,"FE","ETHZ","BFE",222087.00
2016,4,"FE","ETHZ","ETH-Rat",4749778.21
2016,4,"FE","ETHZ","EU",107354.69
2016,4,"FE","ETHZ","KTI",952319.68
2016,4,"FE","ETHZ","SBFI",264227.00
2016,4,"FE","ETHZ","SNF",1758107.16
2016,4,"FE","FHZ","Kantone",143812.84
2016,4,"FE","FHZ","SNF",92782.47
2016,4,"FE","HES-SO","BFE",30000.00
2016,4,"FE","HES-SO","Kantone",1210191.87
2016,4,"FE","HES-SO","SBFI",161474.40
2016,4,"FE","HES-SO","SNF",61971.94
2016,4,"FE","PSI","BFE",329954.00
2016,4,"FE","PSI","ETH-Rat",1035285.06
2016,4,"FE","PSI","EU",61313.06
2016,4,"FE","PSI","KTI",57118.00
2016,4,"FE","Privat","Andere Bund",80951.50
2016,4,"FE","Privat","BFE",370750.00
2016,4,"FE","Privat","EU",16543.18
2016,4,"FE","Privat","SBFI",51088.80
2016,4,"FE","Privat","SNF",266139.38
2016,4,"FE","SUPSI","BFE",60000.00
2016,4,"FE","SUPSI","Kantone",103518.24
2016,4,"FE","SUPSI","SNF",172942.75
2016,4,"FE","USI","Kantone",81865.23
2016,4,"FE","USI","SNF",46780.13
2016,4,"FE","UniBE","Kantone",625253.45
2016,4,"FE","UniBE","SNF",299164.33
2016,4,"FE","UniBS","BFE",125000.00
2016,4,"FE","UniBS","KTI",503030.00
2016,4,"FE","UniBS","Kantone",1888238.90
2016,4,"FE","UniBS","SNF",230436.58
2016,4,"FE","UniFR","Kantone",107734.37
2016,4,"FE","UniFR","SNF",30009.57
2016,4,"FE","UniGE","BFE",53213.00
2016,4,"FE","UniGE","KTI",331970.00
2016,4,"FE","UniGE","Kantone",1834817.94
2016,4,"FE","UniGE","SNF",655780.17
2016,4,"FE","UniLS","Kantone",2948755.75
2016,4,"FE","UniLS","SBFI",299656.50
2016,4,"FE","UniLS","SNF",275149.69
2016,4,"FE","UniLU","KTI",252030.00
2016,4,"FE","UniLU","Kantone",516678.33
2016,4,"FE","UniLU","SNF",65867.86
2016,4,"FE","UniNE","KTI",330558.13
2016,4,"FE","UniNE","Kantone",716320.30
2016,4,"FE","UniSG","BFE",169578.00
2016,4,"FE","UniSG","EU",60926.62
2016,4,"FE","UniSG","KTI",787081.81
2016,4,"FE","UniSG","Kantone",1942188.85
2016,4,"FE","UniSG","SNF",220778.25
2016,4,"FE","UniZH","BFE",20900.00
2016,4,"FE","UniZH","Kantone",1543686.99
2016,4,"FE","UniZH","SBFI",54403.20
2016,4,"FE","UniZH","SNF",455173.43
2016,4,"FE","WSL","ETH-Rat",219206.64
2016,4,"FE","WSL","SNF",139558.03
2016,4,"FE","ZFH","BFE",152800.00
2016,4,"FE","ZFH","KTI",862500.00
2016,4,"FE","ZFH","Kantone",4589889.82
2016,4,"FE","ZFH","SNF",149747.01
2016,4,"PD","Bund","BFE",21564.99
2016,4,"PD","Bund","SBFI",5831.77
2016,4,"PD","EPFL","ETH-Rat",200000.00
2016,4,"PD","ETHZ","ETH-Rat",0.00
2016,4,"PD","HES-SO","Kantone",24038.46
2016,4,"PD","PSI","ETH-Rat",826700.00
2016,4,"PD","Privat","BFE",325000.00
2016,4,"PD","Privat","Kantone",24038.46
2016,4,"PD","Privat","SBFI",263195.50
2016,4,"PD","SUPSI","Kantone",73902.59
2016,4,"PD","SUPSI","SBFI",194480.50
2016,4,"PD","UniSG","Kantone",255017.39
2016,4,"PD","UniSG","SBFI",271295.10
2017,1,"FE","Ausland","BFE",177935.11
2017,1,"FE","Ausland","EU",22911.39
2017,1,"FE","BFH","Andere Bund",187000.00
2017,1,"FE","BFH","BFE",476922.00
2017,1,"FE","BFH","KTI",2336444.20
2017,1,"FE","BFH","Kantone",3170403.80
2017,1,"FE","Bund","Andere Bund",482687.88
2017,1,"FE","Bund","BFE",598056.67
2017,1,"FE","Bund","EU",476669.13
2017,1,"FE","Bund","KTI",2012490.45
2017,1,"FE","Bund","SBFI",23516.22
2017,1,"FE","Bund","SNF",602259.83
2017,1,"FE","CSEM","EU",30221.46
2017,1,"FE","CSEM","KTI",409824.20
2017,1,"FE","EAWAG","ETH-Rat",193583.00
2017,1,"FE","EAWAG","KTI",95868.60
2017,1,"FE","EMPA","Andere Bund",398241.69
2017,1,"FE","EMPA","BFE",339156.00
2017,1,"FE","EMPA","ETH-Rat",20539612.22
2017,1,"FE","EMPA","EU",123496.75
2017,1,"FE","EMPA","KTI",2690783.51
2017,1,"FE","EMPA","SBFI",217718.00
2017,1,"FE","EMPA","SNF",1172846.72
2017,1,"FE","EPFL","BFE",917857.75
2017,1,"FE","EPFL","ETH-Rat",11347155.95
2017,1,"FE","EPFL","EU",1632558.73
2017,1,"FE","EPFL","KTI",3873191.65
2017,1,"FE","EPFL","SBFI",265763.80
2017,1,"FE","EPFL","SNF",4510942.56
2017,1,"FE","ETHZ","BFE",825895.00
2017,1,"FE","ETHZ","ETH-Rat",16124064.51
2017,1,"FE","ETHZ","EU",1158669.95
2017,1,"FE","ETHZ","KTI",5609696.00
2017,1,"FE","ETHZ","SNF",3850755.40
2017,1,"FE","FHNW","Andere Bund",91839.89
2017,1,"FE","FHNW","BFE",393260.00
2017,1,"FE","FHNW","KTI",1833287.55
2017,1,"FE","FHNW","Kantone",2511723.53
2017,1,"FE","FHNW","SNF",182639.52
2017,1,"FE","FHO","BFE",106416.60
2017,1,"FE","FHO","EU",115159.54
2017,1,"FE","FHO","KTI",3864549.23
2017,1,"FE","FHO","Kantone",1659135.18
2017,1,"FE","FHZ","BFE",724398.00
2017,1,"FE","FHZ","KTI",2407425.62
2017,1,"FE","FHZ","Kantone",3945369.02
2017,1,"FE","FHZ","SNF",214350.62
2017,1,"FE","Gemeinde","BFE",11000.00
2017,1,"FE","Gemeinde","EU",48156.92
2017,1,"FE","HES-SO","Andere Bund",10209.58
2017,1,"FE","HES-SO","BFE",504000.00
2017,1,"FE","HES-SO","EU",169155.33
2017,1,"FE","HES-SO","KTI",1338222.32
2017,1,"FE","HES-SO","Kantone",3780062.65
2017,1,"FE","HES-SO","SBFI",110593.20
2017,1,"FE","HES-SO","SNF",333539.55
2017,1,"FE","Kanton","BFE",65000.00
2017,1,"FE","PSI","BFE",340324.00
2017,1,"FE","PSI","ETH-Rat",17107224.16
2017,1,"FE","PSI","EU",10472.07
2017,1,"FE","PSI","KTI",1513233.08
2017,1,"FE","PSI","SNF",1684924.81
2017,1,"FE","Privat","Andere Bund",343065.94
2017,1,"FE","Privat","BFE",1985917.20
2017,1,"FE","Privat","EU",1463190.93
2017,1,"FE","Privat","KTI",393420.20
2017,1,"FE","Privat","SBFI",491381.80
2017,1,"FE","Privat","SNF",97257.35
2017,1,"FE","SUPSI","BFE",187000.00
2017,1,"FE","SUPSI","KTI",563682.50
2017,1,"FE","SUPSI","Kantone",402187.29
2017,1,"FE","SUPSI","SNF",86346.87
2017,1,"FE","USI","KTI",292560.00
2017,1,"FE","USI","Kantone",310695.44
2017,1,"FE","UniBE","KTI",564366.40
2017,1,"FE","UniBE","Kantone",574789.32
2017,1,"FE","UniBS","Andere Bund",104790.09
2017,1,"FE","UniBS","EU",90500.00
2017,1,"FE","UniBS","KTI",44499.00
2017,1,"FE","UniBS","Kantone",622234.39
2017,1,"FE","UniBS","SNF",138176.33
2017,1,"FE","UniFR","KTI",181700.00
2017,1,"FE","UniFR","Kantone",809250.55
2017,1,"FE","UniFR","SNF",438696.33
2017,1,"FE","UniGE","BFE",106599.00
2017,1,"FE","UniGE","KTI",607182.04
2017,1,"FE","UniGE","Kantone",2116981.05
2017,1,"FE","UniGE","SNF",488910.71
2017,1,"FE","UniNE","KTI",86888.40
2017,1,"FE","UniNE","Kantone",200834.63
2017,1,"FE","UniSG","KTI",60000.00
2017,1,"FE","UniSG","Kantone",6700.13
2017,1,"FE","UniZH","BFE",44000.00
2017,1,"FE","UniZH","Kantone",262038.71
2017,1,"FE","UniZH","SNF",75051.13
2017,1,"FE","ZFH","BFE",277000.00
2017,1,"FE","ZFH","EU",49237.27
2017,1,"FE","ZFH","KTI",2629282.39
2017,1,"FE","ZFH","Kantone",2665553.52
2017,1,"FE","ZFH","SNF",413285.59
2017,1,"PD","BFH","BFE",197218.00
2017,1,"PD","BFH","Kantone",82466.70
2017,1,"PD","Bund","BFE",859009.56
2017,1,"PD","Bund","SBFI",4999.85
2017,1,"PD","CSEM","BFE",90000.00
2017,1,"PD","CSEM","EU",53983.90
2017,1,"PD","EMPA","BFE",200000.00
2017,1,"PD","EMPA","ETH-Rat",1639857.39
2017,1,"PD","EMPA","Kantone",200000.00
2017,1,"PD","EPFL","BFE",147000.00
2017,1,"PD","EPFL","ETH-Rat",2470598.00
2017,1,"PD","EPFL","EU",15493.73
2017,1,"PD","ETHZ","BFE",44944.00
2017,1,"PD","ETHZ","ETH-Rat",163862.73
2017,1,"PD","ETHZ","EU",66753.35
2017,1,"PD","FHNW","Kantone",93154.20
2017,1,"PD","FHO","BFE",80000.00
2017,1,"PD","FHO","Kantone",5856.18
2017,1,"PD","FHZ","BFE",297210.00
2017,1,"PD","FHZ","Kantone",124243.73
2017,1,"PD","Gemeinde","BFE",73201.00
2017,1,"PD","HES-SO","BFE",160000.00
2017,1,"PD","HES-SO","Kantone",611530.18
2017,1,"PD","Kanton","BFE",917000.00
2017,1,"PD","Kanton","Kantone",6051986.41
2017,1,"PD","PSI","ETH-Rat",1323980.00
2017,1,"PD","Privat","BFE",8541061.00
2017,1,"PD","Privat","EU",77330.52
2017,1,"PD","Privat","Kantone",17810.41
2017,1,"PD","Privat","SBFI",416556.90
2017,1,"PD","SUPSI","EU",28845.42
2017,1,"PD","SUPSI","Kantone",95116.37
2017,1,"PD","UniSG","Kantone",0.00
2017,1,"PD","UniSG","SBFI",216335.70
2017,1,"PD","ZFH","Kantone",59837.89
2017,2,"FE","Ausland","BFE",307716.60
2017,2,"FE","BFH","Andere Bund",74317.45
2017,2,"FE","BFH","BFE",80000.00
2017,2,"FE","BFH","EU",204780.29
2017,2,"FE","BFH","KTI",210603.20
2017,2,"FE","BFH","Kantone",692213.07
2017,2,"FE","BFH","SNF",174528.20
2017,2,"FE","Bund","Andere Bund",384611.90
2017,2,"FE","Bund","BFE",600732.15
2017,2,"FE","Bund","EU",293270.27
2017,2,"FE","Bund","KTI",904744.81
2017,2,"FE","Bund","SBFI",191823.61
2017,2,"FE","Bund","SNF",685710.02
2017,2,"FE","CSEM","BFE",69000.00
2017,2,"FE","CSEM","KTI",1386214.80
2017,2,"FE","CSEM","SBFI",5418795.80
2017,2,"FE","CSEM","SNF",97148.52
2017,2,"FE","EAWAG","Andere Bund",147353.11
2017,2,"FE","EAWAG","ETH-Rat",855824.46
2017,2,"FE","EAWAG","EU",24618.63
2017,2,"FE","EAWAG","KTI",137540.61
2017,2,"FE","EMPA","Andere Bund",153223.89
2017,2,"FE","EMPA","BFE",401000.00
2017,2,"FE","EMPA","ETH-Rat",13564604.48
2017,2,"FE","EMPA","EU",161719.08
2017,2,"FE","EMPA","KTI",447311.38
2017,2,"FE","EMPA","Kantone",252000.00
2017,2,"FE","EMPA","SBFI",982901.30
2017,2,"FE","EMPA","SNF",1267758.30
2017,2,"FE","EPFL","BFE",1559500.90
2017,2,"FE","EPFL","ETH-Rat",12983646.84
2017,2,"FE","EPFL","EU",1268635.15
2017,2,"FE","EPFL","KTI",2961716.41
2017,2,"FE","EPFL","SBFI",740871.10
2017,2,"FE","EPFL","SNF",6018079.21
2017,2,"FE","ETHZ","BFE",852744.00
2017,2,"FE","ETHZ","ETH-Rat",12172909.39
2017,2,"FE","ETHZ","EU",872375.24
2017,2,"FE","ETHZ","KTI",2359989.27
2017,2,"FE","ETHZ","SBFI",432453.10
2017,2,"FE","ETHZ","SNF",3141214.11
2017,2,"FE","FHNW","Andere Bund",454272.00
2017,2,"FE","FHNW","BFE",30655.00
2017,2,"FE","FHNW","KTI",354314.00
2017,2,"FE","FHNW","Kantone",414362.80
2017,2,"FE","FHNW","SNF",92864.01
2017,2,"FE","FHO","Andere Bund",74317.45
2017,2,"FE","FHO","BFE",1110138.45
2017,2,"FE","FHO","KTI",1089602.68
2017,2,"FE","FHO","Kantone",868006.71
2017,2,"FE","FHO","SNF",467437.03
2017,2,"FE","FHZ","BFE",132600.00
2017,2,"FE","FHZ","KTI",1005519.66
2017,2,"FE","FHZ","Kantone",1227174.07
2017,2,"FE","FHZ","SBFI",46006.00
2017,2,"FE","FHZ","SNF",116527.44
2017,2,"FE","Gemeinde","BFE",56858.55
2017,2,"FE","Gemeinde","SBFI",111868.50
2017,2,"FE","HES-SO","Andere Bund",410579.87
2017,2,"FE","HES-SO","BFE",386735.00
2017,2,"FE","HES-SO","EU",7752.55
2017,2,"FE","HES-SO","KTI",497091.68
2017,2,"FE","HES-SO","Kantone",2249435.76
2017,2,"FE","HES-SO","SNF",197592.39
2017,2,"FE","PSI","BFE",299584.00
2017,2,"FE","PSI","ETH-Rat",7108206.67
2017,2,"FE","PSI","EU",396403.39
2017,2,"FE","PSI","KTI",1582379.06
2017,2,"FE","PSI","Kantone",92107.00
2017,2,"FE","PSI","SNF",205278.27
2017,2,"FE","Privat","Andere Bund",287599.03
2017,2,"FE","Privat","BFE",1651285.98
2017,2,"FE","Privat","EU",681146.20
2017,2,"FE","Privat","SBFI",3912629.30
2017,2,"FE","Privat","SNF",60621.60
2017,2,"FE","SUPSI","BFE",158458.00
2017,2,"FE","SUPSI","EU",21599.83
2017,2,"FE","SUPSI","KTI",178476.20
2017,2,"FE","SUPSI","Kantone",600813.59
2017,2,"FE","SUPSI","SBFI",1591274.60
2017,2,"FE","USI","KTI",114423.91
2017,2,"FE","USI","Kantone",115470.55
2017,2,"FE","UniBE","BFE",12000.00
2017,2,"FE","UniBE","KTI",172500.00
2017,2,"FE","UniBE","Kantone",1188323.34
2017,2,"FE","UniBE","SNF",645637.16
2017,2,"FE","UniBS","BFE",65690.00
2017,2,"FE","UniBS","Kantone",1084593.55
2017,2,"FE","UniBS","SNF",435380.24
2017,2,"FE","UniFR","Kantone",323495.17
2017,2,"FE","UniFR","SNF",305581.40
2017,2,"FE","UniGE","BFE",34990.00
2017,2,"FE","UniGE","KTI",240402.60
2017,2,"FE","UniGE","Kantone",965074.38
2017,2,"FE","UniGE","SNF",324619.46
2017,2,"FE","UniLS","KTI",113639.55
2017,2,"FE","UniLS","Kantone",1354451.22
2017,2,"FE","UniLS","SNF",421143.11
2017,2,"FE","UniNE","KTI",305936.32
2017,2,"FE","UniNE","Kantone",883103.68
2017,2,"FE","UniNE","SNF",88748.58
2017,2,"FE","UniZH","Kantone",3724553.90
2017,2,"FE","UniZH","SNF",1010673.79
2017,2,"FE","WSL","ETH-Rat",896737.46
2017,2,"FE","WSL","KTI",391836.30
2017,2,"FE","WSL","SNF",264111.31
2017,2,"FE","ZFH","BFE",307198.80
2017,2,"FE","ZFH","KTI",565085.99
2017,2,"FE","ZFH","Kantone",1510907.26
2017,2,"FE","ZFH","SNF",249374.43
2017,2,"PD","BFH","BFE",50000.00
2017,2,"PD","BFH","Kantone",81189.52
2017,2,"PD","Bund","BFE",502969.86
2017,2,"PD","Bund","SBFI",31127.37
2017,2,"PD","CSEM","BFE",79500.00
2017,2,"PD","CSEM","Kantone",19974.87
2017,2,"PD","CSEM","SBFI",1762516.50
2017,2,"PD","EMPA","BFE",535775.00
2017,2,"PD","EMPA","ETH-Rat",770300.89
2017,2,"PD","EPFL","BFE",130000.00
2017,2,"PD","EPFL","ETH-Rat",1016165.03
2017,2,"PD","EPFL","SBFI",202398.00
2017,2,"PD","ETHZ","BFE",1010420.00
2017,2,"PD","ETHZ","ETH-Rat",297747.76
2017,2,"PD","ETHZ","EU",82316.12
2017,2,"PD","FHNW","BFE",82000.00
2017,2,"PD","FHNW","Kantone",599.76
2017,2,"PD","FHO","BFE",71751.00
2017,2,"PD","FHO","Kantone",10517.03
2017,2,"PD","FHZ","Kantone",15038.00
2017,2,"PD","Gemeinde","BFE",300000.00
2017,2,"PD","Gemeinde","Kantone",12987.01
2017,2,"PD","HES-SO","Kantone",175300.00
2017,2,"PD","Kanton","BFE",100000.00
2017,2,"PD","Kanton","Kantone",237507.07
2017,2,"PD","PSI","ETH-Rat",4732714.00
2017,2,"PD","Privat","BFE",3908541.00
2017,2,"PD","Privat","Kantone",314048.46
2017,2,"PD","Privat","SBFI",1975259.20
2017,2,"PD","SUPSI","BFE",20000.00
2017,2,"PD","SUPSI","Kantone",3000.00
2017,2,"PD","ZFH","BFE",5000.00
2017,2,"PD","ZFH","Kantone",4946.77
2017,3,"FE","Ausland","ENSI",625092.00
2017,3,"FE","Bund","BFE",7101.34
2017,3,"FE","Bund","ENSI",674435.00
2017,3,"FE","Bund","EU",777.25
2017,3,"FE","Bund","SBFI",20026.05
2017,3,"FE","Bund","SNF",55003.29
2017,3,"FE","EMPA","ETH-Rat",185228.88
2017,3,"FE","EMPA","SBFI",136562.40
2017,3,"FE","EPFL","ETH-Rat",15356639.94
2017,3,"FE","EPFL","EU",8024471.56
2017,3,"FE","EPFL","SBFI",1276570.30
2017,3,"FE","EPFL","SNF",1223400.00
2017,3,"FE","ETHZ","ETH-Rat",1863287.63
2017,3,"FE","ETHZ","EU",7089.85
2017,3,"FE","ETHZ","SBFI",471896.70
2017,3,"FE","FHNW","Kantone",197369.00
2017,3,"FE","PSI","ENSI",1289972.00
2017,3,"FE","PSI","ETH-Rat",17759686.32
2017,3,"FE","PSI","EU",666014.32
2017,3,"FE","PSI","SBFI",255033.30
2017,3,"FE","PSI","SNF",26674.70
2017,3,"FE","Privat","BFE",39739.00
2017,3,"FE","Privat","EU",214504.14
2017,3,"FE","Privat","SBFI",197610.30
2017,3,"FE","UniBE","BFE",49110.60
2017,3,"FE","UniBE","Kantone",206421.73
2017,3,"FE","UniBE","SBFI",109270.20
2017,3,"FE","UniBS","Kantone",190480.74
2017,3,"FE","UniBS","SBFI",88000.00
2017,3,"FE","UniGE","EU",55032.20
2017,3,"FE","UniGE","Kantone",92518.28
2017,3,"PD","EPFL","ETH-Rat",66000.00
2017,4,"FE","Ausland","BFE",169306.67
2017,4,"FE","Bund","Andere Bund",15399.58
2017,4,"FE","Bund","BFE",104628.62
2017,4,"FE","Bund","KTI",285065.09
2017,4,"FE","Bund","SBFI",968.87
2017,4,"FE","Bund","SNF",231223.17
2017,4,"FE","EAWAG","ETH-Rat",87500.00
2017,4,"FE","EPFL","BFE",70000.00
2017,4,"FE","EPFL","ETH-Rat",145686.74
2017,4,"FE","EPFL","KTI",120298.75
2017,4,"FE","ETHZ","Andere Bund",63345.34
2017,4,"FE","ETHZ","BFE",277000.00
2017,4,"FE","ETHZ","ETH-Rat",4533960.07
2017,4,"FE","ETHZ","EU",187118.68
2017,4,"FE","ETHZ","KTI",851208.90
2017,4,"FE","ETHZ","SNF",1713179.85
2017,4,"FE","FHZ","Kantone",323820.74
2017,4,"FE","FHZ","SNF",77245.25
2017,4,"FE","HES-SO","BFE",50000.00
2017,4,"FE","HES-SO","Kantone",826138.33
2017,4,"FE","HES-SO","SNF",46332.95
2017,4,"FE","PSI","BFE",168695.81
2017,4,"FE","PSI","ETH-Rat",919752.46
2017,4,"FE","PSI","EU",24377.65
2017,4,"FE","PSI","KTI",38079.00
2017,4,"FE","Privat","Andere Bund",22065.50
2017,4,"FE","Privat","BFE",256930.00
2017,4,"FE","Privat","EU",54800.40
2017,4,"FE","Privat","SNF",253604.37
2017,4,"FE","SUPSI","BFE",90000.00
2017,4,"FE","SUPSI","Kantone",352549.55
2017,4,"FE","SUPSI","SNF",283560.17
2017,4,"FE","UniBE","Kantone",536046.59
2017,4,"FE","UniBE","SNF",328443.18
2017,4,"FE","UniBS","BFE",119745.00
2017,4,"FE","UniBS","KTI",778409.85
2017,4,"FE","UniBS","Kantone",2441977.75
2017,4,"FE","UniBS","SNF",319482.85
2017,4,"FE","UniFR","Kantone",702591.56
2017,4,"FE","UniFR","SNF",179984.95
2017,4,"FE","UniGE","BFE",29000.00
2017,4,"FE","UniGE","KTI",383536.50
2017,4,"FE","UniGE","Kantone",2858003.39
2017,4,"FE","UniGE","SBFI",12772.50
2017,4,"FE","UniGE","SNF",744132.64
2017,4,"FE","UniLS","Kantone",2601531.79
2017,4,"FE","UniLS","SNF",441647.96
2017,4,"FE","UniLU","KTI",323376.74
2017,4,"FE","UniLU","Kantone",1145798.23
2017,4,"FE","UniLU","SNF",130616.58
2017,4,"FE","UniNE","KTI",307138.00
2017,4,"FE","UniNE","Kantone",965685.30
2017,4,"FE","UniNE","SNF",41615.10
2017,4,"FE","UniSG","BFE",40000.00
2017,4,"FE","UniSG","KTI",782851.00
2017,4,"FE","UniSG","Kantone",1769745.83
2017,4,"FE","UniSG","SNF",181684.93
2017,4,"FE","UniZH","Kantone",806207.63
2017,4,"FE","UniZH","SBFI",109869.30
2017,4,"FE","UniZH","SNF",157391.31
2017,4,"FE","WSL","ETH-Rat",635125.79
2017,4,"FE","WSL","SNF",206463.32
2017,4,"FE","ZFH","BFE",38400.00
2017,4,"FE","ZFH","KTI",862294.55
2017,4,"FE","ZFH","Kantone",3198876.80
2017,4,"FE","ZFH","SNF",149686.72
2017,4,"PD","Bund","BFE",19501.81
2017,4,"PD","EPFL","ETH-Rat",167000.00
2017,4,"PD","ETHZ","BFE",199000.00
2017,4,"PD","ETHZ","ETH-Rat",309196.75
2017,4,"PD","HES-SO","Kantone",8653.85
2017,4,"PD","PSI","ETH-Rat",661990.00
2017,4,"PD","Privat","BFE",45000.00
2017,4,"PD","Privat","Kantone",8653.85
2017,4,"PD","UniBS","EU",10091.98
2017,4,"PD","UniBS","Kantone",23942.85
2018,1,"FE","Ausland","BFE",197182.00
2018,1,"FE","BFH","Andere Bund",19050.00
2018,1,"FE","BFH","BFE",401712.00
2018,1,"FE","BFH","INNOSUISSE",1433986.00
2018,1,"FE","BFH","Kantone",2590143.79
2018,1,"FE","Bund","Andere Bund",269242.50
2018,1,"FE","Bund","BFE",1435206.42
2018,1,"FE","Bund","EU",438925.00
2018,1,"FE","Bund","INNOSUISSE",2439838.68
2018,1,"FE","Bund","SBFI",171328.12
2018,1,"FE","Bund","SNF",436857.50
2018,1,"FE","CSEM","EU",119320.00
2018,1,"FE","CSEM","INNOSUISSE",434186.00
2018,1,"FE","CSEM","SBFI",219226.00
2018,1,"FE","EAWAG","ETH-Rat",207649.00
2018,1,"FE","EAWAG","INNOSUISSE",75670.00
2018,1,"FE","EMPA","Andere Bund",133580.00
2018,1,"FE","EMPA","BFE",479330.00
2018,1,"FE","EMPA","ETH-Rat",22700396.43
2018,1,"FE","EMPA","EU",461879.00
2018,1,"FE","EMPA","INNOSUISSE",2078164.00
2018,1,"FE","EMPA","Kantone",46015.00
2018,1,"FE","EMPA","SNF",968860.04
2018,1,"FE","EPFL","BFE",730070.00
2018,1,"FE","EPFL","ETH-Rat",10990785.47
2018,1,"FE","EPFL","EU",2074693.00
2018,1,"FE","EPFL","INNOSUISSE",3944649.00
2018,1,"FE","EPFL","Kantone",292765.00
2018,1,"FE","EPFL","SBFI",337939.00
2018,1,"FE","EPFL","SNF",3832317.31
2018,1,"FE","ETHZ","BFE",1206244.00
2018,1,"FE","ETHZ","ETH-Rat",14584501.84
2018,1,"FE","ETHZ","EU",1261742.00
2018,1,"FE","ETHZ","INNOSUISSE",5030020.00
2018,1,"FE","ETHZ","SBFI",519822.00
2018,1,"FE","ETHZ","SNF",2624439.50
2018,1,"FE","FHNW","Andere Bund",48000.00
2018,1,"FE","FHNW","BFE",698175.00
2018,1,"FE","FHNW","INNOSUISSE",1253273.00
2018,1,"FE","FHNW","Kantone",642040.61
2018,1,"FE","FHNW","SNF",115059.21
2018,1,"FE","FHO","BFE",169187.00
2018,1,"FE","FHO","INNOSUISSE",3127928.00
2018,1,"FE","FHO","Kantone",2009945.16
2018,1,"FE","FHO","SBFI",209630.00
2018,1,"FE","FHZ","BFE",613646.00
2018,1,"FE","FHZ","INNOSUISSE",1992588.00
2018,1,"FE","FHZ","Kantone",3579863.73
2018,1,"FE","FHZ","SNF",31619.00
2018,1,"FE","Gemeinde","BFE",35000.00
2018,1,"FE","Gemeinde","EU",148642.00
2018,1,"FE","HES-SO","Andere Bund",25194.00
2018,1,"FE","HES-SO","BFE",343829.00
2018,1,"FE","HES-SO","EU",163027.00
2018,1,"FE","HES-SO","INNOSUISSE",1211130.00
2018,1,"FE","HES-SO","Kantone",4919611.90
2018,1,"FE","HES-SO","SNF",234188.17
2018,1,"FE","Kanton","BFE",50000.00
2018,1,"FE","Kanton","EU",48556.00
2018,1,"FE","PSI","BFE",500160.00
2018,1,"FE","PSI","ETH-Rat",13197948.00
2018,1,"FE","PSI","EU",1929.00
2018,1,"FE","PSI","INNOSUISSE",1342731.00
2018,1,"FE","PSI","SNF",1925939.39
2018,1,"FE","Privat","BFE",2280212.00
2018,1,"FE","Privat","EU",3103449.00
2018,1,"FE","Privat","INNOSUISSE",127722.00
2018,1,"FE","Privat","SBFI",743266.00
2018,1,"FE","SUPSI","BFE",333000.00
2018,1,"FE","SUPSI","INNOSUISSE",515395.00
2018,1,"FE","SUPSI","Kantone",354342.61
2018,1,"FE","SUPSI","SNF",79537.60
2018,1,"FE","USI","INNOSUISSE",386579.00
2018,1,"FE","USI","Kantone",280712.96
2018,1,"FE","UniBE","INNOSUISSE",338389.00
2018,1,"FE","UniBE","Kantone",394513.42
2018,1,"FE","UniBS","EU",132873.00
2018,1,"FE","UniBS","INNOSUISSE",44499.00
2018,1,"FE","UniBS","Kantone",370664.81
2018,1,"FE","UniFR","INNOSUISSE",181700.00
2018,1,"FE","UniFR","Kantone",692580.23
2018,1,"FE","UniFR","SNF",310492.65
2018,1,"FE","UniGE","BFE",83300.00
2018,1,"FE","UniGE","INNOSUISSE",634156.00
2018,1,"FE","UniGE","Kantone",3022463.74
2018,1,"FE","UniGE","SNF",639974.12
2018,1,"FE","UniNE","INNOSUISSE",28963.00
2018,1,"FE","UniNE","Kantone",68670.64
2018,1,"FE","UniSG","INNOSUISSE",60000.00
2018,1,"FE","UniSG","Kantone",26453.00
2018,1,"FE","UniZH","Kantone",14625.30
2018,1,"FE","UniZH","SNF",6416.82
2018,1,"FE","ZFH","BFE",233011.00
2018,1,"FE","ZFH","EU",151977.00
2018,1,"FE","ZFH","INNOSUISSE",2107446.00
2018,1,"FE","ZFH","Kantone",3372268.88
2018,1,"FE","ZFH","SBFI",216336.00
2018,1,"FE","ZFH","SNF",328340.49
2018,1,"PD","BFH","Andere Bund",20000.00
2018,1,"PD","BFH","BFE",190217.00
2018,1,"PD","BFH","Kantone",197072.39
2018,1,"PD","CSEM","BFE",90000.00
2018,1,"PD","CSEM","EU",420309.00
2018,1,"PD","EMPA","Andere Bund",51180.00
