id,name,abbreviation,other_names,description,classification,parent_id,founding_date,dissolution_date,image,url,jurisdiction_code,email,address,contact,tags,source_url
nz/university-of-waikato,University of Waikato,,,,,,,,,http://www.waikato.ac.nz/,NZ,,,,university,
nz/upper-hutt-city-council,Upper Hutt City Council,,,,,,,,,http://www.upperhuttcity.com,NZ,,,,city_council,
nz/v-base-ltd,V Base Ltd,,,,,,,,,http://www.ccc.govt.nz,NZ,,,,,
nz/vif,New Zealand Venture Investment Fund Limited,VIF,,,,,,,,http://www.nzvif.com/,NZ,,,,,
nz/vuw,Victoria University of Wellington,VUW,,,,,,,,http://www.vuw.ac.nz/,NZ,,,,university,
nz/waiariki-institute-of-technology,Waiariki Institute of Technology,,,,,,,,,http://www.waiariki.ac.nz,NZ,,,,,
nz/waikato-district-council,Waikato District Council,,,,,,,,,http://www.waikatodistrict.govt.nz,NZ,,,,district_council,
nz/waikato-district-health-board,Waikato District Health Board,,,,,,,,,http://www.waikatodhb.govt.nz/,NZ,,,,dhb,
nz/waikato-institute-of-technology,Waikato Institute of Technology,,,,,,,,,http://www.wintec.ac.nz,NZ,,,,,
nz/waikato-regional-council,Waikato Regional Council,,,,,,,,,http://www.ew.govt.nz,NZ,,,,,
nz/waimakariri-district-council,Waimakariri District Council,,,,,,,,,http://www.waimakariri.govt.nz,NZ,,,,district_council,
nz/waimate-district-council,Waimate District Council,,,,,,,,,http://www.waimatedc.govt.nz,NZ,,,,district_council,
nz/waipa-district-council,Waipa District Council,,,,,,,,,http://www.waipadc.govt.nz,NZ,,,,district_council,
nz/wairarapa-district-health-board,Wairarapa District Health Board,,,,,,,,,http://www.wairarapa.dhb.org.nz,NZ,,,,dhb,
nz/wairoa-district-council,Wairoa District Council,,,,,,,,,http://www.wairoadc.govt.nz/,NZ,,,,district_council,
nz/waitakere-city-council,Waitakere City Council,,,,,,,,,http://www.waitakere.govt.nz/,NZ,,,,city_council,
nz/waitaki-district-council,Waitaki District Council,,,,,,,,,http://www.waitaki.govt.nz,NZ,,,,district_council,
nz/waitemata-district-health-board,Waitemata District Health Board,,,,,,,,,http://www.waitematadhb.govt.nz,NZ,,,,dhb,
nz/waitomo-district-council,Waitomo District Council,,,,,,,,,http://www.waitomo.govt.nz/,NZ,,,,district_council,
nz/wanganui-district-council,Wanganui District Council,,,,,,,,,http://www.wanganui.govt.nz/,NZ,,,,district_council,
nz/wellington-city-council,Wellington City Council,,,,,,,,,http://www.Wellington.govt.nz/,NZ,,,,city_council,
nz/wellington-fish-and-game-council,Wellington Fish and Game Council,,,,,,,,,http://www.fishandgame.org.nz/Site/Regions/Wellington/default.aspx,NZ,,,,,
nz/wellington-institute-of-technology,Wellington Institute of Technology,,,,,,,,,http://www.weltec.ac.nz,NZ,,,,,
nz/wellington-regional-council,Wellington Regional Council,,,,,,,,,http://www.gw.govt.nz,NZ,,,,,
nz/west-coast-district-health-board,West Coast District Health Board,,,,,,,,,http://www.westcoastdhb.org.nz/,NZ,,,,dhb,
nz/west-coast-fish-and-game-council,West Coast Fish and Game Council,,,,,,,,,http://www.fishandgame.org.nz/Site/Regions/WestCoast/default.aspx,NZ,,,,,
nz/west-coast-regional-council,West Coast Regional Council,,,,,,,,,http://www.wcrc.govt.nz,NZ,,,,,
nz/western-bay-of-plenty-district-council,Western Bay of Plenty District Council,,,,,,,,,http://www.wbopdc.govt.nz,NZ,,,,district_council,
nz/western-institute-of-technology-at-taranaki,Western Institute of Technology at Taranaki,,,,,,,,,http://www.witt.ac.nz,NZ,,,,,
nz/westland-district-council,Westland District Council,,,,,,,,,http://www.westlanddc.govt.nz,NZ,,,,district_council,
nz/whakatane-district-council,Whakatane District Council,,,,,,,,,http://www.whakatane.govt.nz/,NZ,,,,district_council,
nz/whakatipuria-teen-parent-unit,Whakatipuria Teen Parent Unit,,,,,,,,,http://www.freyberg.ac.nz,NZ,,,,,
nz/whanganui-district-health-board,Whanganui District Health Board,,,,,,,,,http://www.wdhb.org.nz,NZ,,,,dhb,
nz/whangarei-district-council,Whangarei District Council,,,,,,,,,http://www.wdc.govt.nz,NZ,,,,district_council,
nz/whitireia-community-polytechnic,Whitireia Community Polytechnic,,,,,,,,,http://www.whitireia.ac.nz,NZ,,,,,
nz/world-buskers-festival-trust,World Buskers Festival Trust,,,,,,,,,http://www.worldbuskersfestival.com,NZ,,,,,
