n_amenageur;n_operateur;n_enseigne;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj
"Opel Massy";DRIVECO;"Opel Massy";FR*G44*PAEROAUTOOPEL91300*1;"Opel Massy";"13 avenue du Maréchal Juin 91300 Massy";91377;2.284184;48.721180;4;FR*G44*E10394*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Gometz";DRIVECO;"Opel Gometz";FR*G44*PAEROAUTOOPEL91940*1;"Opel Gometz";"20 rue Thuillère 91940 Gometz-le-Châtel";91275;2.137609;48.673807;5;FR*G44*E10396*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Gometz";DRIVECO;"Opel Gometz";FR*G44*PAEROAUTOOPEL91940*1;"Opel Gometz";"20 rue Thuillère 91940 Gometz-le-Châtel";91275;2.137609;48.673807;5;FR*G44*E10396*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Ajaccio";DRIVECO;"Peugeot Ajaccio";FR*G44*PM3AUTOPEUGEOT20167*1;"Peugeot Ajaccio";"lieu-dit Funtana Secca  RN 194 Route de Mezzavia 20167 Sarrola-Carcopino";2A271;8.788820;41.953035;5;FR*G44*E10408*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Ajaccio";DRIVECO;"Peugeot Ajaccio";FR*G44*PM3AUTOPEUGEOT20167*1;"Peugeot Ajaccio";"lieu-dit Funtana Secca  RN 194 Route de Mezzavia 20167 Sarrola-Carcopino";2A271;8.788820;41.953035;5;FR*G44*E10408*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Caen";DRIVECO;"Volvo Caen";FR*G46*PJFCNORMANDIEVOLVO14112*1;"Volvo Caen";"Boulevard Suffolk 14112 Bieville-Beuville";14068;-0.367229;49.227121;8;FR*G46*E10419*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Caen";DRIVECO;"Volvo Caen";FR*G46*PJFCNORMANDIEVOLVO14112*1;"Volvo Caen";"Boulevard Suffolk 14112 Bieville-Beuville";14068;-0.367229;49.227121;8;FR*G46*E10419*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Caen";DRIVECO;"Volvo Caen";FR*G46*PJFCNORMANDIEVOLVO14112*1;"Volvo Caen";"Boulevard Suffolk 14112 Bieville-Beuville";14068;-0.367229;49.227121;8;FR*G46*E10420*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Caen";DRIVECO;"Volvo Caen";FR*G46*PJFCNORMANDIEVOLVO14112*1;"Volvo Caen";"Boulevard Suffolk 14112 Bieville-Beuville";14068;-0.367229;49.227121;8;FR*G46*E10420*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Belfort";DRIVECO;"Opel Belfort";FR*G44*PHESSOPEL90000*1;"Opel Belfort";"Boulevard Pierre Mendes France ZAC Justice 90000 Belfort";90010;6.872800;47.639712;4;FR*G44*E10406*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Belfort";DRIVECO;"Opel Belfort";FR*G44*PHESSOPEL90000*1;"Opel Belfort";"Boulevard Pierre Mendes France ZAC Justice 90000 Belfort";90010;6.872800;47.639712;4;FR*G44*E10406*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Lievin";DRIVECO;"Volvo Lievin";FR*G46*PLEMPEREURVOLVO62800*1;"Volvo Lievin";"Avenue François Mitterrand 62800 Liévin";62510;2.787673;50.426751;7;FR*G46*E10434*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Lievin";DRIVECO;"Volvo Lievin";FR*G46*PLEMPEREURVOLVO62800*1;"Volvo Lievin";"Avenue François Mitterrand 62800 Liévin";62510;2.787673;50.426751;7;FR*G46*E10434*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Lievin";DRIVECO;"Volvo Lievin";FR*G46*PLEMPEREURVOLVO62800*1;"Volvo Lievin";"Avenue François Mitterrand 62800 Liévin";62510;2.787673;50.426751;7;FR*G46*E10435*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Lievin";DRIVECO;"Volvo Lievin";FR*G46*PLEMPEREURVOLVO62800*1;"Volvo Lievin";"Avenue François Mitterrand 62800 Liévin";62510;2.787673;50.426751;7;FR*G46*E10435*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Lievin";DRIVECO;"Opel Lievin";FR*G44*PLEMPEREUROPEL62800*1;"Opel Lievin";"Forum de l'Automobile Avenue François Mitterand 62800 Liévin";62510;2.786037;50.426319;6;FR*G44*E10442*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Lievin";DRIVECO;"Opel Lievin";FR*G44*PLEMPEREUROPEL62800*1;"Opel Lievin";"Forum de l'Automobile Avenue François Mitterand 62800 Liévin";62510;2.786037;50.426319;6;FR*G44*E10442*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Nissan Lievin";DRIVECO;"Nissan Lievin";FR*G92*PLEMPEREURNISSAN62800*1;"Nissan Lievin";"Boulevard François Mitterand 62800 Lievin";62510;2.788457;50.426943;2;FR*G92*E10422*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Nissan Lievin";DRIVECO;"Nissan Lievin";FR*G92*PLEMPEREURNISSAN62800*1;"Nissan Lievin";"Boulevard François Mitterand 62800 Lievin";62510;2.788457;50.426943;2;FR*G92*E10422*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Metz";DRIVECO;"Opel Metz";FR*G44*PHESSOPEL57140*1;"Opel Metz";"Village de l'Auto Parc Rue de Berlange 57140 Woippy";57751;6.158580;49.153388;4;FR*G44*E10405*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Metz";DRIVECO;"Opel Metz";FR*G44*PHESSOPEL57140*1;"Opel Metz";"Village de l'Auto Parc Rue de Berlange 57140 Woippy";57751;6.158580;49.153388;4;FR*G44*E10405*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Thionville";DRIVECO;"Opel Thionville";FR*G44*PHESSOPEL57100*1;"Opel Thionville";"146 route des Romains 57100 Thionville";57672;6.135265;49.354346;3;FR*G44*E10407*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Thionville";DRIVECO;"Opel Thionville";FR*G44*PHESSOPEL57100*1;"Opel Thionville";"146 route des Romains 57100 Thionville";57672;6.135265;49.354346;3;FR*G44*E10407*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Dunkerque";DRIVECO;"Kia Dunkerque";FR*G42*PEURAUTOKIA59640*1;"Kia Dunkerque";"301 rue de Berlin ZA Les Portes de la Villette 59640 Dunkerque";59183;2.356600;51.016701;3;FR*G42*E19128A00000601*P1;24.00;"Combo, CHAdeMo";Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Dunkerque";DRIVECO;"Kia Dunkerque";FR*G42*PEURAUTOKIA59640*1;"Kia Dunkerque";"301 rue de Berlin ZA Les Portes de la Villette 59640 Dunkerque";59183;2.356600;51.016701;3;FR*G42*E19128A00000601*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"KIA Roncq";DRIVECO;"KIA Roncq";FR*G42*PEURAUTOKIA59223*1;"KIA Roncq";"66 Rue du Dronckaert 59223 RONCQ";59508;3.130580;50.739498;3;FR*G42*E19128A00000501*P1;24.00;"Combo, CHAdeMo";Gratuit;"24/24 7/7 jours";;2020/12/15
"KIA Roncq";DRIVECO;"KIA Roncq";FR*G42*PEURAUTOKIA59223*1;"KIA Roncq";"66 Rue du Dronckaert 59223 RONCQ";59508;3.130580;50.739498;3;FR*G42*E19128A00000501*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Campanile Futuroscope";DRIVECO;"Campanile Futuroscope";FR*SSD*PCAMPANILE86360*1;"Campanile Futuroscope";"10 boulevard René Descartes Téléport 3 86360 Chasseneuil-du-Poitou";86062;0.358448;46.665512;2;FR*SSD*E10443*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Campanile Futuroscope";DRIVECO;"Campanile Futuroscope";FR*SSD*PCAMPANILE86360*1;"Campanile Futuroscope";"10 boulevard René Descartes Téléport 3 86360 Chasseneuil-du-Poitou";86062;0.358448;46.665512;2;FR*SSD*E10443*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Arles";DRIVECO;"Kia Arles";FR*G42*PBEAUCHAMPKIA13200*1;"Kia Arles";"27 avenue des arches 13200 Arles";13004;4.641079;43.664734;4;FR*G42*E19128A00000801*P1;24.00;"Combo, CHAdeMo";Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Arles";DRIVECO;"Kia Arles";FR*G42*PBEAUCHAMPKIA13200*1;"Kia Arles";"27 avenue des arches 13200 Arles";13004;4.641079;43.664734;4;FR*G42*E19128A00000801*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Déols";DRIVECO;"Kia Déols";FR*G42*PTARMAKKIA36130*1;"Kia Déols";"Les Allées du Tarmac ?atoru Avenue le Corbusier 36130 Déols";36063;1.709443;46.848121;3;FR*G42*E19128A00000901*P1;24.00;"Combo, CHAdeMo";Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Déols";DRIVECO;"Kia Déols";FR*G42*PTARMAKKIA36130*1;"Kia Déols";"Les Allées du Tarmac ?atoru Avenue le Corbusier 36130 Déols";36063;1.709443;46.848121;3;FR*G42*E19128A00000901*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Guéret";DRIVECO;"Kia Guéret";FR*G42*PEVOLUTION23KIA23000*1;"Kia Guéret";"7 Rue Johannes Gutenberg 23000 Guéret";23096;1.880525;46.183614;3;FR*G42*E19128A00001101*P1;24.00;"Combo, CHAdeMo";Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Guéret";DRIVECO;"Kia Guéret";FR*G42*PEVOLUTION23KIA23000*1;"Kia Guéret";"7 Rue Johannes Gutenberg 23000 Guéret";23096;1.880525;46.183614;3;FR*G42*E19128A00001101*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Citroën Bethune";DRIVECO;"Citroën Bethune";FR*G44*PSOFIDACITROEN62400*1;"Citroën Bethune";"1220 Avenue Winston Churchill 62400 Béthune";62119;2.648875;50.512440;5;FR*G44*E10380*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"Citroën Bethune";DRIVECO;"Citroën Bethune";FR*G44*PSOFIDACITROEN62400*1;"Citroën Bethune";"1220 Avenue Winston Churchill 62400 Béthune";62119;2.648875;50.512440;5;FR*G44*E10380*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Citroën Hazebrouck";DRIVECO;"Citroën Hazebrouck";FR*G44*PSOFIDACITROEN59190*1;"Citroën Hazebrouck";"88 Route de Borre 59190 Hazebrouck";59295;2.551844;50.728757;5;FR*G44*E10382*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"Citroën Hazebrouck";DRIVECO;"Citroën Hazebrouck";FR*G44*PSOFIDACITROEN59190*1;"Citroën Hazebrouck";"88 Route de Borre 59190 Hazebrouck";59295;2.551844;50.728757;5;FR*G44*E10382*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Opel Epernay";DRIVECO;"Opel Epernay";FR*G44*PTENEDOROPEL51200*1;"Opel Epernay";"Avenue Maréchal Joffre 51200 Epernay";51230;3.954702;49.053925;4;FR*G44*E10431*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Epernay";DRIVECO;"Opel Epernay";FR*G44*PTENEDOROPEL51200*1;"Opel Epernay";"Avenue Maréchal Joffre 51200 Epernay";51230;3.954702;49.053925;4;FR*G44*E10431*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Reims";DRIVECO;"Opel Reims";FR*G44*PTENEDOROPEL51100*1;"Opel Reims";"1 rue Lena Bernstein 51100 Reims";51454;4.083997;49.238665;5;FR*G44*E10432*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Opel Reims";DRIVECO;"Opel Reims";FR*G44*PTENEDOROPEL51100*1;"Opel Reims";"1 rue Lena Bernstein 51100 Reims";51454;4.083997;49.238665;5;FR*G44*E10432*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Calais VK Motors";DRIVECO;"Kia Calais VK Motors";FR*G42*PEUROPAUTOKIA62100*1;"Kia Calais VK Motors";"36 rue de Lille 62100 Calais";62193;1.860188;50.937615;3;FR*G42*E19128A00000301*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Citroën Lens";DRIVECO;"Citroën Lens";FR*G44*PSOFIDACITROEN62750*1;"Citroën Lens";"2 Route de Béthune 62750 Lens";62528;2.800993;50.444375;5;FR*G44*E10383*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"Citroën Lens";DRIVECO;"Citroën Lens";FR*G44*PSOFIDACITROEN62750*1;"Citroën Lens";"2 Route de Béthune 62750 Lens";62528;2.800993;50.444375;5;FR*G44*E10383*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Citroën Noyelles-Godault";DRIVECO;"Citroën Noyelles-Godault";FR*G44*PSOFIDACITROEN62950*1;"Citroën Noyelles-Godault";"9064 Avenue de la République 62950 Noyelles-Godault";62624;2.981184;50.414319;4;FR*G44*E10384*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"Citroën Noyelles-Godault";DRIVECO;"Citroën Noyelles-Godault";FR*G44*PSOFIDACITROEN62950*1;"Citroën Noyelles-Godault";"9064 Avenue de la République 62950 Noyelles-Godault";62624;2.981184;50.414319;4;FR*G44*E10384*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"CC Sud Corse - Lecci";DRIVECO;"CC Sud Corse - Lecci";FR*CSC*PCCSUDCORSE20137*2;"CC Sud Corse - Lecci";"Office de tourisme 20137 Lecci";2A139;9.317887;41.680351;2;FR*CSC*ELQRK2*P1;22.08;"EF, T2";Payant;"24/24 7/7 jours";;2020/12/15
"CC Sud Corse - Lecci";DRIVECO;"CC Sud Corse - Lecci";FR*CSC*PCCSUDCORSE20137*2;"CC Sud Corse - Lecci";"Office de tourisme 20137 Lecci";2A139;9.317887;41.680351;2;FR*CSC*ELQRK2B*P1;22.08;"EF, T2";Payant;"24/24 7/7 jours";;2020/12/15
"Kia Toulon";DRIVECO;"Kia Toulon";FR*G42*PJPVKIA83100*1;"Kia Toulon";"411 rue Henri Sainte-Claire Deville 83100 TOULON";83137;5.977990;43.127918;2;FR*G42*E20049648*P1;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Boulogne sur Mer";DRIVECO;"Kia Boulogne sur Mer";FR*G42*PEUROPAUTOKIA62361*1;"Kia Boulogne sur Mer";"ZI de la Liane 111 Boulevard de la Liane 62361 Boulogne-sur-Mer";62755;1.608719;50.695016;3;FR*G42*E19128A00000201*P1;24.00;"Combo, CHAdeMo";Payant;"24/24 7/7 jours";;2020/12/15
"Kia Boulogne sur Mer";DRIVECO;"Kia Boulogne sur Mer";FR*G42*PEUROPAUTOKIA62361*1;"Kia Boulogne sur Mer";"ZI de la Liane 111 Boulevard de la Liane 62361 Boulogne-sur-Mer";62755;1.608719;50.695016;3;FR*G42*E19128A00000201*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Kia Istres";DRIVECO;"Kia Istres";FR*G42*PCARDONAKIA13800*1;"Kia Istres";"ZAC des Cognets Sud 13800 Istres";13047;4.977754;43.499510;3;FR*G42*E19128A00001301*P1;24.00;"Combo, CHAdeMo";Payant;"24/24 7/7 jours";;2020/12/15
"Kia Istres";DRIVECO;"Kia Istres";FR*G42*PCARDONAKIA13800*1;"Kia Istres";"ZAC des Cognets Sud 13800 Istres";13047;4.977754;43.499510;3;FR*G42*E19128A00001301*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Kia Salon-de-Provence";DRIVECO;"Kia Salon-de-Provence";FR*G42*PCARDONAKIA13300*1;"Kia Salon-de-Provence";"Avenue du 22 Août 1944 13300 Salon-de-Provence";13103;5.080653;43.635921;3;FR*G42*E19128A00001501*P1;24.00;"Combo, CHAdeMo";Payant;"24/24 7/7 jours";;2020/12/15
"Kia Salon-de-Provence";DRIVECO;"Kia Salon-de-Provence";FR*G42*PCARDONAKIA13300*1;"Kia Salon-de-Provence";"Avenue du 22 Août 1944 13300 Salon-de-Provence";13103;5.080653;43.635921;3;FR*G42*E19128A00001501*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Kia La Seyne-sur-Mer";DRIVECO;"Kia La Seyne-sur-Mer";FR*G42*PJPVKIA83500*1;"Kia La Seyne-sur-Mer";"390 rue de Lisbonne ZAC Les Playes 83500 LA SEYNE SUR MER";83126;5.855174;43.107996;3;FR*G42*E19128A00001401*P1;24.00;"Combo, CHAdeMo";Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia La Seyne-sur-Mer";DRIVECO;"Kia La Seyne-sur-Mer";FR*G42*PJPVKIA83500*1;"Kia La Seyne-sur-Mer";"390 rue de Lisbonne ZAC Les Playes 83500 LA SEYNE SUR MER";83126;5.855174;43.107996;3;FR*G42*E19128A00001401*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Feurs";DRIVECO;"Peugeot Feurs";FR*G44*PSAGGPEUGEOT42110*1;"Peugeot Feurs";"ZI du Forum Route Nationale 82 42110 Feurs";42094;4.224763;45.728222;3;FR*G44*E10428*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Feurs";DRIVECO;"Peugeot Feurs";FR*G44*PSAGGPEUGEOT42110*1;"Peugeot Feurs";"ZI du Forum Route Nationale 82 42110 Feurs";42094;4.224763;45.728222;3;FR*G44*E10428*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Cannes";DRIVECO;"Volvo Cannes";FR*G46*PCAVALLARIVOLVO06250*1;"Volvo Cannes";"351 Route du Cannet 06250 Mougins";06085;7.009637;43.584370;7;FR*G46*E10451*P1;22.08;"T2, EF";Payant;"24/24 7/7 jours";;2020/12/15
"Volvo Cannes";DRIVECO;"Volvo Cannes";FR*G46*PCAVALLARIVOLVO06250*1;"Volvo Cannes";"351 Route du Cannet 06250 Mougins";06085;7.009637;43.584370;7;FR*G46*E10451*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Géant Casino - Porto Vecchio";DRIVECO;"Géant Casino - Porto Vecchio";FR*SSD*PCORINASSETMANAGEMENT*3;"Géant Casino - Porto Vecchio";"Rue Henri Frenay, 20137 Porto-Vecchio";2A247;9.278095;41.605164;2;FR*SSD*E10457*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Géant Casino - Porto Vecchio";DRIVECO;"Géant Casino - Porto Vecchio";FR*SSD*PCORINASSETMANAGEMENT*3;"Géant Casino - Porto Vecchio";"Rue Henri Frenay, 20137 Porto-Vecchio";2A247;9.278095;41.605164;2;FR*SSD*E10457*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Albi";DRIVECO;"Kia Albi";FR*G42*PGRIMALKIA81000*1;"Kia Albi";"128 avenue Albert Thomas 81000 Albi";81004;2.149524;43.941706;1;FR*G42*E20049467*P1;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Peugeot Cours-la-Ville";DRIVECO;"Peugeot Cours-la-Ville";FR*G44*PSAGGPEUGEOT69470*1;"Peugeot Cours-la-Ville";"66 Boulevard Pierre de Coubertin 69470 Cours-la-Ville";69066;4.321232;46.105426;3;FR*G44*E10429*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Cours-la-Ville";DRIVECO;"Peugeot Cours-la-Ville";FR*G44*PSAGGPEUGEOT69470*1;"Peugeot Cours-la-Ville";"66 Boulevard Pierre de Coubertin 69470 Cours-la-Ville";69066;4.321232;46.105426;3;FR*G44*E10429*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Amplepuis";DRIVECO;"Peugeot Amplepuis";FR*G44*PSAGGPEUGEOT69550*1;"Peugeot Amplepuis";"ZI DE 69550 Saint-Jean-la-Bussière";69214;4.326481;45.981390;3;FR*G44*E10430*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Peugeot Amplepuis";DRIVECO;"Peugeot Amplepuis";FR*G44*PSAGGPEUGEOT69550*1;"Peugeot Amplepuis";"ZI DE 69550 Saint-Jean-la-Bussière";69214;4.326481;45.981390;3;FR*G44*E10430*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Honda Cannes";DRIVECO;"Honda Cannes";FR*G50*PCAVALLARIHONDA06250*1;"Honda Cannes";"152 Route du Cannet 06250 Mougins";06085;7.006067;43.584887;3;FR*G50*E12128A00002201*P1;24.00;"Combo, CHAdeMo";Gratuit;"24/24 7/7 jours";;2020/12/15
"Honda Cannes";DRIVECO;"Honda Cannes";FR*G50*PCAVALLARIHONDA06250*1;"Honda Cannes";"152 Route du Cannet 06250 Mougins";06085;7.006067;43.584887;3;FR*G50*E12128A00002201*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Volvo Nice La Plaine (SAV)";DRIVECO;"Kia Volvo Nice La Plaine (SAV)";FR*G46*PCAVALLARIKIAVOLVO06200*2;"Kia Volvo Nice La Plaine (SAV)";"la Plaine 1 117 Avenue Simone Veil Bâtiment F1 06200 Nice";06088;7.199801;43.688858;3;FR*G46*E12128A00002001*P1;24.00;"Combo, CHAdeMo";Payant;"24/24 7/7 jours";;2020/12/15
"Kia Volvo Nice La Plaine (SAV)";DRIVECO;"Kia Volvo Nice La Plaine (SAV)";FR*G46*PCAVALLARIKIAVOLVO06200*2;"Kia Volvo Nice La Plaine (SAV)";"la Plaine 1 117 Avenue Simone Veil Bâtiment F1 06200 Nice";06088;7.199801;43.688858;3;FR*G46*E12128A00002001*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Volvo Cannes";DRIVECO;"Volvo Cannes";FR*G46*PCAVALLARIVOLVO06250*1;"Volvo Cannes";"351 Route du Cannet 06250 Mougins";06085;7.009637;43.584370;7;FR*G46*E12128A00001901*P1;24.00;"Combo, CHAdeMo";Payant;"24/24 7/7 jours";;2020/12/15
"Volvo Cannes";DRIVECO;"Volvo Cannes";FR*G46*PCAVALLARIVOLVO06250*1;"Volvo Cannes";"351 Route du Cannet 06250 Mougins";06085;7.009637;43.584370;7;FR*G46*E12128A00001901*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Volvo Cannes";DRIVECO;"Volvo Cannes";FR*G46*PCAVALLARIVOLVO06250*1;"Volvo Cannes";"351 Route du Cannet 06250 Mougins";06085;7.009637;43.584370;7;FR*G46*E12128A00002101*P1;24.00;"Combo, CHAdeMo";Payant;"24/24 7/7 jours";;2020/12/15
"Volvo Cannes";DRIVECO;"Volvo Cannes";FR*G46*PCAVALLARIVOLVO06250*1;"Volvo Cannes";"351 Route du Cannet 06250 Mougins";06085;7.009637;43.584370;7;FR*G46*E12128A00002101*P2;22.08;T2;Payant;"24/24 7/7 jours";;2020/12/15
"Kia Fréjus";DRIVECO;"Kia Fréjus";FR*G42*PJPVKIA83600*1;"Kia Fréjus";"36 Rue Hubert Masquefa - Le Capitou 83600 Fréjus";83061;6.734506;43.471907;4;FR*G42*E19128A00002501*P1;24.00;"Combo, CHAdeMo";Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Fréjus";DRIVECO;"Kia Fréjus";FR*G42*PJPVKIA83600*1;"Kia Fréjus";"36 Rue Hubert Masquefa - Le Capitou 83600 Fréjus";83061;6.734506;43.471907;4;FR*G42*E19128A00002501*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Castres";DRIVECO;"Kia Castres";FR*G42*PGRIMALKIA81100*1;"Kia Castres";"4 route de Toulouse 81100 Castres";81065;2.220072;43.593912;3;FR*G42*E19128A00002401*P1;24.00;"Combo, CHAdeMo";Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Castres";DRIVECO;"Kia Castres";FR*G42*PGRIMALKIA81100*1;"Kia Castres";"4 route de Toulouse 81100 Castres";81065;2.220072;43.593912;3;FR*G42*E19128A00002401*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Gometz - ULIS AUTOMOBILES";DRIVECO;"Kia Gometz - ULIS AUTOMOBILES";FR*G42*PAEROAUTOKIA91940*1;"Kia Gometz - ULIS AUTOMOBILES";"20 rue Thuilliere 91940 Gometz-le-Châtel";91275;2.137865;48.674052;2;FR*G42*E19128A00002301*P1;24.00;"Combo, CHAdeMo";Gratuit;"24/24 7/7 jours";;2020/12/15
"Kia Gometz - ULIS AUTOMOBILES";DRIVECO;"Kia Gometz - ULIS AUTOMOBILES";FR*G42*PAEROAUTOKIA91940*1;"Kia Gometz - ULIS AUTOMOBILES";"20 rue Thuilliere 91940 Gometz-le-Châtel";91275;2.137865;48.674052;2;FR*G42*E19128A00002301*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Valenciennes";DRIVECO;"Volvo Valenciennes";FR*G46*PDUGARDINVOLVO59300*1;"Volvo Valenciennes";"Rue Jules Mousseron 59300 Aulnoy-Lez-Valenciennes";59032;3.514288;50.330694;9;FR*G46*E10444*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Valenciennes";DRIVECO;"Volvo Valenciennes";FR*G46*PDUGARDINVOLVO59300*1;"Volvo Valenciennes";"Rue Jules Mousseron 59300 Aulnoy-Lez-Valenciennes";59032;3.514288;50.330694;9;FR*G46*E10444*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Roncq";DRIVECO;"Volvo Roncq";FR*G46*PDUGARDINVOLVO59223*1;"Volvo Roncq";"Rue du Dronckaert 59223 Roncq";59508;3.136828;50.745810;10;FR*G46*E10445*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Roncq";DRIVECO;"Volvo Roncq";FR*G46*PDUGARDINVOLVO59223*1;"Volvo Roncq";"Rue du Dronckaert 59223 Roncq";59508;3.136828;50.745810;10;FR*G46*E10445*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Valenciennes";DRIVECO;"Volvo Valenciennes";FR*G46*PDUGARDINVOLVO59300*1;"Volvo Valenciennes";"Rue Jules Mousseron 59300 Aulnoy-Lez-Valenciennes";59032;3.514288;50.330694;9;FR*G46*E10446*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Valenciennes";DRIVECO;"Volvo Valenciennes";FR*G46*PDUGARDINVOLVO59300*1;"Volvo Valenciennes";"Rue Jules Mousseron 59300 Aulnoy-Lez-Valenciennes";59032;3.514288;50.330694;9;FR*G46*E10446*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
