n_amenageur;n_operateur;n_enseigne;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj
"Kipsta - Tourcoing";DRIVECO;"Kipsta - Tourcoing";FR*G51*PKIPSTA59200*1;"Kipsta - Tourcoing";"70 Rue de l'Union, 59200 Tourcoing";59599;3.172930;50.708788;4;FR*G51*E10553*P1;7.36;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Kipsta - Tourcoing";DRIVECO;"Kipsta - Tourcoing";FR*G51*PKIPSTA59200*1;"Kipsta - Tourcoing";"70 Rue de l'Union, 59200 Tourcoing";59599;3.172930;50.708788;4;FR*G51*E10553*P2;7.36;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Villeneuve d'Ascq";DRIVECO;"Volvo Villeneuve d'Ascq";FR*G46*PDUGARDINVOLVO59650*1;"Volvo Villeneuve d'Ascq";"Boulevard de l'Ouest 59650 Villeneuve-d'Ascq";59350;3.120367;50.631908;4;FR*G46*E10572*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Villeneuve d'Ascq";DRIVECO;"Volvo Villeneuve d'Ascq";FR*G46*PDUGARDINVOLVO59650*1;"Volvo Villeneuve d'Ascq";"Boulevard de l'Ouest 59650 Villeneuve-d'Ascq";59350;3.120367;50.631908;4;FR*G46*E10572*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Villeneuve d'Ascq";DRIVECO;"Ford Villeneuve d'Ascq";FR*G39*PDUGARDINFORD59650*1;"Ford Villeneuve d'Ascq";"Boulevard de l'Ouest 59650 Villeneuve-d'Ascq";59350;3.120497;50.632435;7;FR*G39*E10571*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Villeneuve d'Ascq";DRIVECO;"Ford Villeneuve d'Ascq";FR*G39*PDUGARDINFORD59650*1;"Ford Villeneuve d'Ascq";"Boulevard de l'Ouest 59650 Villeneuve-d'Ascq";59350;3.120497;50.632435;7;FR*G39*E10571*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Mitsubishi Villeneuve d'Ascq";DRIVECO;"Mitsubishi Villeneuve d'Ascq";FR*G59*PDUGARDINMITSUBISHI59650*1;"Mitsubishi Villeneuve d'Ascq";"Boulebard de l'Ouest 59650 Villeneuve d'Ascq";59350;3.120473;50.632313;2;FR*G59*E10573*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Mitsubishi Villeneuve d'Ascq";DRIVECO;"Mitsubishi Villeneuve d'Ascq";FR*G59*PDUGARDINMITSUBISHI59650*1;"Mitsubishi Villeneuve d'Ascq";"Boulebard de l'Ouest 59650 Villeneuve d'Ascq";59350;3.120473;50.632313;2;FR*G59*E10573*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Villeneuve d'Ascq";DRIVECO;"Ford Villeneuve d'Ascq";FR*G39*PDUGARDINFORD59650*1;"Ford Villeneuve d'Ascq";"Boulevard de l'Ouest 59650 Villeneuve-d'Ascq";59350;3.120497;50.632435;7;FR*G39*E10570*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Villeneuve d'Ascq";DRIVECO;"Ford Villeneuve d'Ascq";FR*G39*PDUGARDINFORD59650*1;"Ford Villeneuve d'Ascq";"Boulevard de l'Ouest 59650 Villeneuve-d'Ascq";59350;3.120497;50.632435;7;FR*G39*E10570*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Béziers";DRIVECO;"LM - Béziers";FR*E11*PLM34420*1;"LM - Béziers";"Avenue Jean Monnet 34420 Villeneuve les béziers";34336;3.285718;43.336708;12;FR*E11*E10579*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Béziers";DRIVECO;"LM - Béziers";FR*E11*PLM34420*1;"LM - Béziers";"Avenue Jean Monnet 34420 Villeneuve les béziers";34336;3.285718;43.336708;12;FR*E11*E10579*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Béziers";DRIVECO;"LM - Béziers";FR*E11*PLM34420*1;"LM - Béziers";"Avenue Jean Monnet 34420 Villeneuve les béziers";34336;3.285718;43.336708;12;FR*E11*E10580*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Béziers";DRIVECO;"LM - Béziers";FR*E11*PLM34420*1;"LM - Béziers";"Avenue Jean Monnet 34420 Villeneuve les béziers";34336;3.285718;43.336708;12;FR*E11*E10580*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Béziers";DRIVECO;"LM - Béziers";FR*E11*PLM34420*1;"LM - Béziers";"Avenue Jean Monnet 34420 Villeneuve les béziers";34336;3.285718;43.336708;12;FR*E11*E10581*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Béziers";DRIVECO;"LM - Béziers";FR*E11*PLM34420*1;"LM - Béziers";"Avenue Jean Monnet 34420 Villeneuve les béziers";34336;3.285718;43.336708;12;FR*E11*E10581*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Béziers";DRIVECO;"LM - Béziers";FR*E11*PLM34420*1;"LM - Béziers";"Avenue Jean Monnet 34420 Villeneuve les béziers";34336;3.285718;43.336708;12;FR*E11*E10582*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Béziers";DRIVECO;"LM - Béziers";FR*E11*PLM34420*1;"LM - Béziers";"Avenue Jean Monnet 34420 Villeneuve les béziers";34336;3.285718;43.336708;12;FR*E11*E10582*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Béziers";DRIVECO;"LM - Béziers";FR*E11*PLM34420*1;"LM - Béziers";"Avenue Jean Monnet 34420 Villeneuve les béziers";34336;3.285718;43.336708;12;FR*E11*E10583*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Béziers";DRIVECO;"LM - Béziers";FR*E11*PLM34420*1;"LM - Béziers";"Avenue Jean Monnet 34420 Villeneuve les béziers";34336;3.285718;43.336708;12;FR*E11*E10583*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Béziers";DRIVECO;"LM - Béziers";FR*E11*PLM34420*1;"LM - Béziers";"Avenue Jean Monnet 34420 Villeneuve les béziers";34336;3.285718;43.336708;12;FR*E11*E10584*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"LM - Béziers";DRIVECO;"LM - Béziers";FR*E11*PLM34420*1;"LM - Béziers";"Avenue Jean Monnet 34420 Villeneuve les béziers";34336;3.285718;43.336708;12;FR*E11*E10584*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin - Ford";DRIVECO;"Village Maurin - Ford";FR*G39*PMAURINFORD66100*1;"Village Maurin - Ford";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;6;FR*G39*E10554*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin - Ford";DRIVECO;"Village Maurin - Ford";FR*G39*PMAURINFORD66100*1;"Village Maurin - Ford";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;6;FR*G39*E10554*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin - Ford";DRIVECO;"Village Maurin - Ford";FR*G39*PMAURINFORD66100*1;"Village Maurin - Ford";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;6;FR*G39*E10555*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin - Ford";DRIVECO;"Village Maurin - Ford";FR*G39*PMAURINFORD66100*1;"Village Maurin - Ford";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;6;FR*G39*E10555*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin - Nissan";DRIVECO;"Village Maurin - Nissan";FR*G49*PMAURINNISSAN*1;"Village Maurin - Nissan";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;6;FR*G49*E10568*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin - Nissan";DRIVECO;"Village Maurin - Nissan";FR*G49*PMAURINNISSAN*1;"Village Maurin - Nissan";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;6;FR*G49*E10568*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin - Nissan";DRIVECO;"Village Maurin - Nissan";FR*G49*PMAURINNISSAN*1;"Village Maurin - Nissan";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;6;FR*G49*E10569*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin - Nissan";DRIVECO;"Village Maurin - Nissan";FR*G49*PMAURINNISSAN*1;"Village Maurin - Nissan";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;6;FR*G49*E10569*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin Suzuki Hyundai";DRIVECO;"Village Maurin Suzuki Hyundai";FR*G42*PMAURINSUZUKI66100*1;"Village Maurin Suzuki Hyundai";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;10;FR*G42*E10556*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin Suzuki Hyundai";DRIVECO;"Village Maurin Suzuki Hyundai";FR*G42*PMAURINSUZUKI66100*1;"Village Maurin Suzuki Hyundai";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;10;FR*G42*E10556*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin Suzuki Hyundai";DRIVECO;"Village Maurin Suzuki Hyundai";FR*G42*PMAURINSUZUKI66100*1;"Village Maurin Suzuki Hyundai";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;10;FR*G42*E10557*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin Suzuki Hyundai";DRIVECO;"Village Maurin Suzuki Hyundai";FR*G42*PMAURINSUZUKI66100*1;"Village Maurin Suzuki Hyundai";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;10;FR*G42*E10557*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin Suzuki Hyundai";DRIVECO;"Village Maurin Suzuki Hyundai";FR*G42*PMAURINSUZUKI66100*1;"Village Maurin Suzuki Hyundai";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;10;FR*G42*E10558*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin Suzuki Hyundai";DRIVECO;"Village Maurin Suzuki Hyundai";FR*G42*PMAURINSUZUKI66100*1;"Village Maurin Suzuki Hyundai";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;10;FR*G42*E10558*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin Suzuki Hyundai";DRIVECO;"Village Maurin Suzuki Hyundai";FR*G42*PMAURINSUZUKI66100*1;"Village Maurin Suzuki Hyundai";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;10;FR*G42*E10559*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Village Maurin Suzuki Hyundai";DRIVECO;"Village Maurin Suzuki Hyundai";FR*G42*PMAURINSUZUKI66100*1;"Village Maurin Suzuki Hyundai";"Rue du docteur Parce 66100 Perpignan";66136;2.902049;42.665559;10;FR*G42*E10559*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Smart Nice";DRIVECO;"Smart Nice";FR*G43*PBYMYCARSMART06200*1;"Smart Nice";"53 Boulevard des Jardiniers 06200 Nice";06088;7.189638;43.702093;6;FR*G43*E20291428*P3;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Smart Nice";DRIVECO;"Smart Nice";FR*G43*PBYMYCARSMART06200*1;"Smart Nice";"53 Boulevard des Jardiniers 06200 Nice";06088;7.189638;43.702093;6;FR*G43*E20291428*P4;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Dunkerque";DRIVECO;"Ford Dunkerque";FR*G39*PDUGARDINFORD59140*1;"Ford Dunkerque";"70 rue de Berlin 59140 Dunkerque";59183;2.356295;51.016497;5;FR*G39*E10593*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Dunkerque";DRIVECO;"Ford Dunkerque";FR*G39*PDUGARDINFORD59140*1;"Ford Dunkerque";"70 rue de Berlin 59140 Dunkerque";59183;2.356295;51.016497;5;FR*G39*E10593*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Saint Omer";DRIVECO;"Ford Saint Omer";FR*G39*PDUGARDINFORD62219*1;"Ford Saint Omer";"1 av Arthur Rimbaud 62219 Longuenesse";62525;2.271136;50.739346;5;FR*G39*E10594*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Saint Omer";DRIVECO;"Ford Saint Omer";FR*G39*PDUGARDINFORD62219*1;"Ford Saint Omer";"1 av Arthur Rimbaud 62219 Longuenesse";62525;2.271136;50.739346;5;FR*G39*E10594*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Calais";DRIVECO;"Ford Calais";FR*G39*PDUGARDINFORD62100*1;"Ford Calais";"550 Route de Saint-Omer 62100 Calais";62193;1.884224;50.937055;7;FR*G39*E10595*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Calais";DRIVECO;"Ford Calais";FR*G39*PDUGARDINFORD62100*1;"Ford Calais";"550 Route de Saint-Omer 62100 Calais";62193;1.884224;50.937055;7;FR*G39*E10595*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Boulogne sur Mer";DRIVECO;"Ford Boulogne sur Mer";FR*G39*PDUGARDINFORD62200*1;"Ford Boulogne sur Mer";"Boulevard de la Liane 62200 Boulogne sur Mer";62755;1.609276;50.696233;5;FR*G39*E10596*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Boulogne sur Mer";DRIVECO;"Ford Boulogne sur Mer";FR*G39*PDUGARDINFORD62200*1;"Ford Boulogne sur Mer";"Boulevard de la Liane 62200 Boulogne sur Mer";62755;1.609276;50.696233;5;FR*G39*E10596*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Faches";DRIVECO;"Ford Faches";FR*G39*PDUGARDINFORD59155*1;"Ford Faches";"455 Avenue du Général Leclerc 59155 Faches-Tuhumesnil";59220;3.086971;50.585035;5;FR*G39*E10597*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Faches";DRIVECO;"Ford Faches";FR*G39*PDUGARDINFORD59155*1;"Ford Faches";"455 Avenue du Général Leclerc 59155 Faches-Tuhumesnil";59220;3.086971;50.585035;5;FR*G39*E10597*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Lys Lez Lannoy";DRIVECO;"Ford Lys Lez Lannoy";FR*G39*PDUGARDINFORD59390*1;"Ford Lys Lez Lannoy";"73 bis rue du Fresnoy 59390 Lys-Lez-Lannoy";59367;3.228926;50.675825;5;FR*G39*E10598*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Lys Lez Lannoy";DRIVECO;"Ford Lys Lez Lannoy";FR*G39*PDUGARDINFORD59390*1;"Ford Lys Lez Lannoy";"73 bis rue du Fresnoy 59390 Lys-Lez-Lannoy";59367;3.228926;50.675825;5;FR*G39*E10598*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Bois Grenier - Armentières";DRIVECO;"Ford Bois Grenier - Armentières";FR*G39*PDUGARDINFORD59280*1;"Ford Bois Grenier - Armentières";"Rue Ambroise Pare 59280 Bois Grenier";59088;2.895000;50.656473;5;FR*G39*E10599*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Bois Grenier - Armentières";DRIVECO;"Ford Bois Grenier - Armentières";FR*G39*PDUGARDINFORD59280*1;"Ford Bois Grenier - Armentières";"Rue Ambroise Pare 59280 Bois Grenier";59088;2.895000;50.656473;5;FR*G39*E10599*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Roncq";DRIVECO;"Volvo Roncq";FR*G46*PDUGARDINVOLVO59223*1;"Volvo Roncq";"Rue du Dronckaert 59223 Roncq";59508;3.136828;50.745810;10;FR*G46*E10600*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Volvo Roncq";DRIVECO;"Volvo Roncq";FR*G46*PDUGARDINVOLVO59223*1;"Volvo Roncq";"Rue du Dronckaert 59223 Roncq";59508;3.136828;50.745810;10;FR*G46*E10600*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Annemasse - Garage du Lac";DRIVECO;"Ford Annemasse - Garage du Lac";FR*G39*PMAURINFORD74100*1;"Ford Annemasse - Garage du Lac";"2 Allée du Mousseron des Prés 74100 Ville-La-Grand";74305;6.264596;46.201308;7;FR*G39*E10585*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Annemasse - Garage du Lac";DRIVECO;"Ford Annemasse - Garage du Lac";FR*G39*PMAURINFORD74100*1;"Ford Annemasse - Garage du Lac";"2 Allée du Mousseron des Prés 74100 Ville-La-Grand";74305;6.264596;46.201308;7;FR*G39*E10585*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Volgans";DRIVECO;"Ford Volgans";FR*G39*PMAURINFORD73420*1;"Ford Volgans";"ZI La Françon 73420 Volgans";73329;5.885873;45.617901;5;FR*G39*E10586*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Volgans";DRIVECO;"Ford Volgans";FR*G39*PMAURINFORD73420*1;"Ford Volgans";"ZI La Françon 73420 Volgans";73329;5.885873;45.617901;5;FR*G39*E10586*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Avignon";DRIVECO;"Ford Avignon";FR*G39*PMAURINFORD84000*1;"Ford Avignon";"380 Chemin de la Croix de Noves 84000 Avignon";84007;4.842409;43.926111;5;FR*G39*E10587*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Avignon";DRIVECO;"Ford Avignon";FR*G39*PMAURINFORD84000*1;"Ford Avignon";"380 Chemin de la Croix de Noves 84000 Avignon";84007;4.842409;43.926111;5;FR*G39*E10587*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Toulon Ouest";DRIVECO;"Ford Toulon Ouest";FR*G39*PMAURINFORD83200*1;"Ford Toulon Ouest";"1020B Avenue Aristide Briand 83200 Toulon";83137;5.897217;43.124982;5;FR*G39*E10588*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Toulon Ouest";DRIVECO;"Ford Toulon Ouest";FR*G39*PMAURINFORD83200*1;"Ford Toulon Ouest";"1020B Avenue Aristide Briand 83200 Toulon";83137;5.897217;43.124982;5;FR*G39*E10588*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Vitrolles";DRIVECO;"Ford Vitrolles";FR*G39*PMAURINFORD13127*1;"Ford Vitrolles";"37 Rue Bel air 13127 Vitrolles";13117;5.266113;43.426784;5;FR*G39*E10589*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Vitrolles";DRIVECO;"Ford Vitrolles";FR*G39*PMAURINFORD13127*1;"Ford Vitrolles";"37 Rue Bel air 13127 Vitrolles";13117;5.266113;43.426784;5;FR*G39*E10589*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Aix";DRIVECO;"Ford Aix";FR*G39*PMAURINFORD13290*1;"Ford Aix";"730 Rue Guillaume du Vair 13290 Aix-en-Provence";13001;5.399147;43.507303;5;FR*G39*E10590*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Aix";DRIVECO;"Ford Aix";FR*G39*PMAURINFORD13290*1;"Ford Aix";"730 Rue Guillaume du Vair 13290 Aix-en-Provence";13001;5.399147;43.507303;5;FR*G39*E10590*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Marseille";DRIVECO;"Ford Marseille";FR*G39*PMAURINFORD13010*1;"Ford Marseille";"2 Bd des acieries 13010 Marseille 10";13055;5.400567;43.277012;5;FR*G39*E10591*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Marseille";DRIVECO;"Ford Marseille";FR*G39*PMAURINFORD13010*1;"Ford Marseille";"2 Bd des acieries 13010 Marseille 10";13055;5.400567;43.277012;5;FR*G39*E10591*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Nîmes";DRIVECO;"Ford Nîmes";FR*G39*PMAURINFORD30900*1;"Ford Nîmes";"1740 Avenue du Maréchal Juin 30900 Nîmes";30189;4.336615;43.816868;5;FR*G39*E10592*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Nîmes";DRIVECO;"Ford Nîmes";FR*G39*PMAURINFORD30900*1;"Ford Nîmes";"1740 Avenue du Maréchal Juin 30900 Nîmes";30189;4.336615;43.816868;5;FR*G39*E10592*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Toulon La Valette";DRIVECO;"Ford Toulon La Valette";FR*G39*PMAURINFORS83160*1;"Ford Toulon La Valette";"Avenue de l'Université 83160 La Valette du Var";83144;5.998587;43.136781;5;FR*G39*E10606*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Toulon La Valette";DRIVECO;"Ford Toulon La Valette";FR*G39*PMAURINFORS83160*1;"Ford Toulon La Valette";"Avenue de l'Université 83160 La Valette du Var";83144;5.998587;43.136781;5;FR*G39*E10606*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Volkswagen Bruay";DRIVECO;"Volkswagen Bruay";FR*G48*PSAIPVOLKSWAGEN59860*1;"Volkswagen Bruay";"1 rue du Président Lecuyer 59860 Bruay-Sur-l'Escaut";59112;3.548711;50.389708;3;FR*G48*E19129A00044105*P1;24.00;Combo;Gratuit;"24/24 7/7 jours";;2020/12/15
"Volkswagen Cambrai SLBA";DRIVECO;"Volkswagen Cambrai SLBA";FR*G48*PSAIPVOLKSWAGEN59400*1;"Volkswagen Cambrai SLBA";"1792 Avenue du Cateau 59400 Cambrai";59122;3.269992;50.166974;4;FR*G48*E10601*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Volkswagen Cambrai SLBA";DRIVECO;"Volkswagen Cambrai SLBA";FR*G48*PSAIPVOLKSWAGEN59400*1;"Volkswagen Cambrai SLBA";"1792 Avenue du Cateau 59400 Cambrai";59122;3.269992;50.166974;4;FR*G48*E10601*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Volkswagen Cambrai SLBA";DRIVECO;"Volkswagen Cambrai SLBA";FR*G48*PSAIPVOLKSWAGEN59400*1;"Volkswagen Cambrai SLBA";"1792 Avenue du Cateau 59400 Cambrai";59122;3.269992;50.166974;4;FR*G48*E10602*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Volkswagen Cambrai SLBA";DRIVECO;"Volkswagen Cambrai SLBA";FR*G48*PSAIPVOLKSWAGEN59400*1;"Volkswagen Cambrai SLBA";"1792 Avenue du Cateau 59400 Cambrai";59122;3.269992;50.166974;4;FR*G48*E10602*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Volkswagen Louvroil Maubeuge SLBA";DRIVECO;"Volkswagen Louvroil Maubeuge SLBA";FR*G48*PSAIPVOLKSWAGEN59720*1;"Volkswagen Louvroil Maubeuge SLBA";"230 route d'Avesnes 59720 Louvroil";59365;3.959254;50.258427;3;FR*G48*E10604*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Volkswagen Louvroil Maubeuge SLBA";DRIVECO;"Volkswagen Louvroil Maubeuge SLBA";FR*G48*PSAIPVOLKSWAGEN59720*1;"Volkswagen Louvroil Maubeuge SLBA";"230 route d'Avesnes 59720 Louvroil";59365;3.959254;50.258427;3;FR*G48*E10604*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Volkswagen Beaurains SLBA";DRIVECO;"Volkswagen Beaurains SLBA";FR*G48*PSAIPVOLKSWAGEN62217*1;"Volkswagen Beaurains SLBA";"3 rue des Coquelicots 62217 Beaurains";62099;2.797323;50.266452;3;FR*G48*E10605*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Volkswagen Beaurains SLBA";DRIVECO;"Volkswagen Beaurains SLBA";FR*G48*PSAIPVOLKSWAGEN62217*1;"Volkswagen Beaurains SLBA";"3 rue des Coquelicots 62217 Beaurains";62099;2.797323;50.266452;3;FR*G48*E10605*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Saint Claude";DRIVECO;"Ford Saint Claude";FR*G39*PGRENARDFORD39200*1;"Ford Saint Claude";"74 Route de Lyon 39200 Saint Claude";39478;5.828371;46.380921;5;FR*G39*E10621*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Saint Claude";DRIVECO;"Ford Saint Claude";FR*G39*PGRENARDFORD39200*1;"Ford Saint Claude";"74 Route de Lyon 39200 Saint Claude";39478;5.828371;46.380921;5;FR*G39*E10621*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Lons Le Saunier";DRIVECO;"Ford Lons Le Saunier";FR*G39*PGRENARDFORD39000*1;"Ford Lons Le Saunier";"65 rue Bercaille 39000 Lons Le Saunier";39300;5.558022;46.693989;5;FR*G39*E10622*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Ford Lons Le Saunier";DRIVECO;"Ford Lons Le Saunier";FR*G39*PGRENARDFORD39000*1;"Ford Lons Le Saunier";"65 rue Bercaille 39000 Lons Le Saunier";39300;5.558022;46.693989;5;FR*G39*E10622*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"Siège Promod";DRIVECO;"Siège Promod";FR*SSD*PPROMOD59847*1;"Siège Promod";"Chemin du Verseau 59847 Marcq-en-Bar?ul";59378;3.122175;50.689995;2;FR*SSD*E10603*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
"Siège Promod";DRIVECO;"Siège Promod";FR*SSD*PPROMOD59847*1;"Siège Promod";"Chemin du Verseau 59847 Marcq-en-Bar?ul";59378;3.122175;50.689995;2;FR*SSD*E10603*P2;22.08;T2;Gratuit;"24/24 7/7 jours";;2020/12/15
"JLR - GRIM - Béziers";DRIVECO;"JLR - GRIM - Béziers";FR*G41*PJLRGRIMBEZIERS34500*1;"JLR - GRIM - Béziers";"30 avenue de la voie Domitienne 34500 BEZIERS";34032;3.251400;43.347198;7;FR*G41*E10633*P1;22.08;"T2, EF";Gratuit;"24/24 7/7 jours";;2020/12/15
